,question_id,bundle_id,explanation_id,correct_answer,part,tags,deployed_at,correct_flag,question_flag
9924,q11211,b8264,e8264,b,1,11;7;184,1514962338701,205,299
9925,q11212,b8265,e8265,c,1,11;7;181,1514962339459,196,254
9926,q11213,b8266,e8266,c,1,8;2;181,1514962153218,366,411
9927,q11214,b8267,e8267,a,1,16;2;182,1514962153980,213,263
9928,q11215,b8268,e8268,a,1,5;2;183,1514962154737,307,415
9929,q11216,b8269,e8269,b,1,9;2;184,1514962155509,216,232
9930,q11217,b8270,e8270,d,1,18;7;181,1514962156281,133,283
9931,q11218,b8271,e8271,a,1,14;2;182,1514962157002,356,381
9932,q11219,b8272,e8272,d,1,1;2;183,1514962157761,180,258
9933,q11220,b8273,e8273,b,1,4;2;184,1514962158534,190,219
9934,q11221,b8274,e8274,b,1,6;7;181,1514962159396,194,253
9935,q11222,b8275,e8275,b,1,18;7;182,1514962160314,200,304
9936,q11223,b8276,e8276,b,1,6;7;183,1514962145548,175,232
9937,q11224,b8277,e8277,d,1,6;7;184,1514962146292,187,284
9938,q11225,b8278,e8278,a,1,15;2;181,1514962147136,183,225
9939,q11226,b8279,e8279,a,1,9;2;182,1514962147896,199,213
9940,q11227,b8280,e8280,b,1,5;2;183,1514962148650,186,214
9941,q11228,b8281,e8281,a,1,10;7;184,1514962149417,227,248
9942,q11229,b8282,e8282,d,1,8;2;181,1514962150170,177,255
9943,q11230,b8283,e8283,d,1,4;2;182,1514962150952,167,359
9944,q11231,b8284,e8284,d,1,6;7;183,1514962151717,123,180
9945,q11232,b8285,e8285,d,1,22;2;184,1514962152470,197,268
9946,q11233,b8286,e8286,d,1,6;7;183,1514962316405,154,245
9947,q11234,b8287,e8287,b,1,18;7;184,1514962317146,275,334
9948,q11235,b8288,e8288,d,1,5;2;181,1514962317851,186,250
9949,q11236,b8289,e8289,d,1,18;7;182,1514962318599,244,386
9950,q11237,b8290,e8290,c,1,4;2;183,1514962319322,186,224
9951,q11238,b8291,e8291,c,1,13;2;184,1514962320083,209,293
9952,q11239,b8292,e8292,a,1,4;2;181,1514962320866,188,264
9953,q11240,b8293,e8293,d,1,6;7;182,1514962321600,115,317
9954,q11241,b8294,e8294,b,1,8;2;183,1514962322367,208,249
9955,q11242,b8295,e8295,a,1,6;7;184,1514962323185,193,230
9956,q11243,b8296,e8296,b,1,22;2;185,1514961992050,377,404
9957,q11244,b8297,e8297,a,1,15;2;185,1514961992810,199,243
9958,q11245,b8298,e8298,d,1,1;2;183,1514961993667,140,181
9959,q11246,b8299,e8299,a,1,16;2;185,1514961994439,217,299
9960,q11247,b8300,e8300,c,1,10;7;181,1514961995220,177,255
9961,q11248,b8301,e8301,a,1,1;2;185,1514961996098,193,239
9962,q11249,b8302,e8302,b,2,30;44;49;183;184,1572412928319,2468,2972
9963,q11259,b8312,e8312,b,2,27;44;49;181;184,1572413318999,2316,3047
9964,q11261,b8314,e8314,b,2,30;44;49;184;181,1572413322383,1767,3241
9965,q11262,b8315,e8315,a,2,30;44;49;183;182,-1,2465,2931
9966,q11263,b8316,e8316,b,2,30;44;49;182;183,-1,2291,3163
9967,q11269,b8321,e8321,c,4,61;53;182,1514964792558,289,311
9968,q11270,b8321,e8321,d,4,61;52;182,1514964792795,85,179
9969,q11271,b8321,e8321,b,4,61;55;182,1514964792998,116,129
9970,q11272,b8322,e8322,b,4,61;56;181,1514964794343,141,399
9971,q11273,b8322,e8322,a,4,61;52;181,1514964794507,67,174
9972,q11274,b8322,e8322,d,4,61;55;181,1514964794694,100,151
9973,q11275,b8323,e8323,c,4,61;56;183,1514964796225,239,261
9974,q11276,b8323,e8323,b,4,61;52;183,1514964796449,95,104
9975,q11277,b8323,e8323,d,4,61;54;183,1514964796669,90,119
9976,q11278,b8324,e8324,d,4,194;56;182,1514964798353,197,257
9977,q11279,b8324,e8324,b,4,194;52;182,1514964798561,86,100
9978,q11280,b8324,e8324,b,4,194;54;182,1514964798751,51,132
9979,q11281,b8325,e8325,b,4,194;56;182,1514964800060,227,280
9980,q11282,b8325,e8325,c,4,194;52;182,1514964800279,73,181
9981,q11283,b8325,e8325,d,4,194;52;182,1514964800481,85,125
9982,q11284,b8326,e8326,d,4,194;56;181,1514964801887,158,287
9983,q11285,b8326,e8326,b,4,194;52;181,1514964802081,83,118
9984,q11286,b8326,e8326,a,4,194;54;181,1514964802280,102,151
9985,q11287,b8327,e8327,b,4,194;53;183,1514964803675,189,391
9986,q11288,b8327,e8327,d,4,194;52;183,1514964803912,53,145
9987,q11289,b8327,e8327,d,4,194;55;183,1514964804131,56,180
9988,q11290,b8328,e8328,d,4,194;53;181,1514964805568,248,347
9989,q11291,b8328,e8328,a,4,194;54;181,1514964805737,96,180
9990,q11292,b8328,e8328,c,4,194;54;181,1514964805939,89,146
9991,q11293,b8329,e8329,c,4,194;56;183,1514964807292,216,262
9992,q11294,b8329,e8329,d,4,194;54;183,1514964807471,72,99
9993,q11295,b8329,e8329,d,4,194;55;183,1514964807666,42,116
9994,q11296,b8330,e8330,b,4,194;53;182,1514964809168,254,370
9995,q11297,b8330,e8330,c,4,194;52;182,1514964809479,98,145
9996,q11298,b8330,e8330,d,4,194;54;182,1514964810005,92,181
9997,q11299,b8331,e8331,b,4,194;56;182,1572413123072,178,288
9998,q11300,b8331,e8331,a,4,194;53;182,1572413124162,71,130
9999,q11301,b8331,e8331,c,4,194;54;182,1572413125243,65,110
10000,q11302,b8332,e8332,c,4,194;52;181,1572413128044,204,294
10001,q11303,b8332,e8332,d,4,194;54;181,1572413129148,61,136
10002,q11304,b8332,e8332,a,4,194;52;181,1572413130261,84,102
10003,q11305,b8333,e8333,b,4,194;56;183,1572413133057,370,486
10004,q11306,b8333,e8333,c,4,194;53;183,1572413134122,79,174
10005,q11307,b8333,e8333,a,4,194;54;183,1572413135187,41,172
10006,q11308,b8334,e8334,c,4,194;53;182,1572413137552,171,326
10007,q11309,b8334,e8334,c,4,194;52;182,1572413138629,38,120
10008,q11310,b8334,e8334,b,4,194;52;182,1572413139721,93,112
10009,q11311,b8335,e8335,c,4,194;53;181,1572413142628,196,276
10010,q11312,b8335,e8335,a,4,194;52;181,1572413143745,48,116
10011,q11313,b8335,e8335,a,4,194;52;181,1572413144888,69,109
10012,q11314,b8336,e8336,c,4,194;53;183,1572413151314,272,349
10013,q11315,b8336,e8336,d,4,194;58;183,1572413152386,67,224
10014,q11316,b8336,e8336,a,4,194;54;183,1572413153467,102,136
10015,q11320,b8338,e8338,d,4,194;56;183,1572413158969,236,336
10016,q11321,b8338,e8338,b,4,194;58;183,1572413160053,59,149
10017,q11322,b8338,e8338,c,4,194;54;183,1572413161488,62,163
10018,q11523,b8464,e8464,b,6,98,1545120630169,60,92
10019,q11524,b8464,e8464,d,6,143,1545120630487,67,128
10020,q11525,b8464,e8464,b,6,77,1545120630694,29,104
10021,q11526,b8464,e8464,a,6,83,1545120630898,114,152
10022,q11527,b8465,e8465,d,6,85,1545120632332,58,78
10023,q11528,b8465,e8465,b,6,143,1545120632542,78,114
10024,q11529,b8465,e8465,d,6,71,1545120632740,36,95
10025,q11530,b8465,e8465,a,6,77,1545120632969,90,116
10026,q11531,b8466,e8466,b,6,143,1545120634855,69,137
10027,q11532,b8466,e8466,c,6,77,1545120635054,66,85
10028,q11533,b8466,e8466,c,6,120,1545120635245,54,93
10029,q11534,b8466,e8466,d,6,76,1545120635500,92,147
10030,q11535,b8467,e8467,b,6,143,1545120637072,70,81
10031,q11536,b8467,e8467,a,6,71,1545120637300,49,87
10032,q11537,b8467,e8467,c,6,77,1545120637580,58,106
10033,q11538,b8467,e8467,d,6,129,1545120637861,57,168
10034,q11539,b8468,e8468,d,6,85,1545120639542,41,182
10035,q11540,b8468,e8468,d,6,143,1545120639805,95,160
10036,q11541,b8468,e8468,a,6,71,1545120640034,71,137
10037,q11542,b8468,e8468,b,6,72,1545120640257,55,195
10038,q11543,b8469,e8469,c,6,108,1545120641812,81,95
10039,q11544,b8469,e8469,b,6,129,1545120641992,68,115
10040,q11545,b8469,e8469,a,6,143,1545120642258,62,162
10041,q11546,b8469,e8469,d,6,77,1545120642564,101,132
10042,q11547,b8470,e8470,d,6,86,1545120644213,46,97
10043,q11548,b8470,e8470,b,6,134,1545120644512,36,117
10044,q11549,b8470,e8470,d,6,143,1545120644819,61,118
10045,q11550,b8470,e8470,c,6,76,1545120645131,75,150
10046,q11551,b8471,e8471,d,6,98,1545120646955,52,70
10047,q11552,b8471,e8471,b,6,74,1545120647162,26,72
10048,q11553,b8471,e8471,a,6,143,1545120647487,66,102
10049,q11554,b8471,e8471,a,6,134,1545120647692,96,119
10050,q11555,b8472,e8472,b,6,120,1545120649810,60,102
10051,q11556,b8472,e8472,c,6,85,1545120650035,53,83
10052,q11557,b8472,e8472,d,6,143,1545120650252,44,100
10053,q11558,b8472,e8472,c,6,88,1545120650454,105,145
10054,q11559,b8473,e8473,a,6,77,1545120651999,77,84
10055,q11560,b8473,e8473,a,6,143,1545120652186,89,98
10056,q11561,b8473,e8473,c,6,74,1545120652394,64,121
10057,q11562,b8473,e8473,b,6,138,1545120652591,105,150
10058,q11563,b8474,e8474,d,6,85,1571278830055,59,74
10059,q11564,b8474,e8474,d,6,86,1571278831104,52,75
10060,q11565,b8474,e8474,c,6,143,1571278832224,72,107
10061,q11566,b8474,e8474,b,6,88,1571278833427,78,94
10062,q11567,b8475,e8475,b,6,76,1571278835531,63,73
10063,q11568,b8475,e8475,c,6,86,1571278836653,53,78
10064,q11569,b8475,e8475,d,6,83,1571278837780,62,87
10065,q11570,b8475,e8475,a,6,143,1571278838905,82,172
10066,q11571,b8476,e8476,c,6,105,1571278840923,61,78
10067,q11572,b8476,e8476,a,6,85,1571278842049,59,71
10068,q11573,b8476,e8476,d,6,108,1571278843101,72,84
10069,q11574,b8476,e8476,c,6,143,1571278844268,113,164
10070,q11575,b8477,e8477,c,6,143,1571278846879,71,184
10071,q11576,b8477,e8477,b,6,76,1571278848085,38,154
10072,q11577,b8477,e8477,a,6,134,1571278849258,90,131
10073,q11578,b8477,e8477,a,6,138,1571278850376,104,161
10074,q11579,b8478,e8478,b,6,87,1571278852755,56,66
10075,q11580,b8478,e8478,c,6,88,1571278853799,54,60
10076,q11581,b8478,e8478,a,6,143,1571278855024,72,82
10077,q11582,b8478,e8478,d,6,76,1571278856276,81,113
10078,q11583,b8479,e8479,b,6,143,1571278859453,42,161
10079,q11584,b8479,e8479,d,6,122,1571278860725,74,134
10080,q11585,b8479,e8479,c,6,76,1571278861848,94,153
10081,q11586,b8479,e8479,a,6,77,1571278863066,81,233
10082,q11587,b8480,e8480,c,6,143,1571278865055,94,127
10083,q11588,b8480,e8480,b,6,105,1571278866479,79,116
10084,q11589,b8480,e8480,d,6,83,1571278867719,85,118
10085,q11590,b8480,e8480,a,6,85,1571278868853,115,206
10086,q11591,b8481,e8481,a,6,77,1571278871003,62,82
10087,q11592,b8481,e8481,b,6,89,1571278872126,65,75
10088,q11593,b8481,e8481,c,6,88,1571278873209,63,101
10089,q11594,b8481,e8481,b,6,143,1571278874397,76,183
10090,q11595,b8482,e8482,c,6,85,1571278877678,64,107
10091,q11596,b8482,e8482,b,6,120,1571278878736,79,84
10092,q11597,b8482,e8482,a,6,135,1571278879811,64,98
10093,q11598,b8482,e8482,d,6,143,1571278880884,78,184
10094,q11599,b8483,e8483,b,6,85,1571278882849,75,101
10095,q11600,b8483,e8483,b,6,143,1571278883906,61,109
10096,q11601,b8483,e8483,d,6,74,1571278885093,60,102
10097,q11602,b8483,e8483,a,6,108,1571278886513,117,136
10098,q11603,b8484,e8484,b,6,96,1545120610303,88,160
10099,q11604,b8484,e8484,c,6,76,1545120610480,63,119
10100,q11605,b8484,e8484,b,6,119,1545120610653,71,120
10101,q11606,b8484,e8484,d,6,143,1545120610859,55,229
10102,q11607,b8485,e8485,c,6,103,1545120612198,45,133
10103,q11608,b8485,e8485,c,6,77,1545120612379,87,120
10104,q11609,b8485,e8485,d,6,143,1545120612566,93,146
10105,q11610,b8485,e8485,d,6,78,1545120612748,87,200
10106,q11611,b8486,e8486,c,6,132,1545120614285,76,115
10107,q11612,b8486,e8486,a,6,85,1545120614483,75,111
10108,q11613,b8486,e8486,b,6,143,1545120614671,94,142
10109,q11614,b8486,e8486,b,6,118,1545120614851,106,195
10110,q11615,b8487,e8487,a,6,143,1545120616147,72,88
10111,q11616,b8487,e8487,b,6,77,1545120616339,54,70
10112,q11617,b8487,e8487,a,6,73,1545120616564,53,85
10113,q11618,b8487,e8487,d,6,71,1545120616737,102,132
10114,q11619,b8488,e8488,b,6,76,1545120618089,51,100
10115,q11620,b8488,e8488,d,6,108,1545120618268,65,75
10116,q11621,b8488,e8488,d,6,98,1545120618439,67,86
10117,q11622,b8488,e8488,a,6,143,1545120618648,118,136
10118,q11623,b8489,e8489,b,6,143,1545120620076,57,104
10119,q11624,b8489,e8489,d,6,135,1545120620265,68,77
10120,q11625,b8489,e8489,a,6,77,1545120620449,60,89
10121,q11626,b8489,e8489,c,6,128,1545120620766,117,135
10122,q11627,b8490,e8490,a,6,74,1545120622413,37,121
10123,q11628,b8490,e8490,a,6,76,1545120622615,63,89
10124,q11629,b8490,e8490,b,6,71,1545120622795,62,91
10125,q11630,b8490,e8490,d,6,143,1545120622971,93,134
10126,q11631,b8491,e8491,d,6,129,1545120624432,66,116
10127,q11632,b8491,e8491,a,6,143,1545120624613,88,127
10128,q11633,b8491,e8491,c,6,85,1545120624790,59,113
10129,q11634,b8491,e8491,a,6,83,1545120625062,78,198
10130,q11635,b8492,e8492,c,6,75,1545120626384,62,121
10131,q11636,b8492,e8492,d,6,83,1545120626570,50,122
10132,q11637,b8492,e8492,a,6,143,1545120626801,88,143
10133,q11638,b8492,e8492,b,6,107,1545120626989,111,139
10134,q11639,b8493,e8493,c,6,143,1545120628259,84,126
10135,q11640,b8493,e8493,c,6,95,1545120628433,61,120
10136,q11641,b8493,e8493,a,6,85,1545120628621,79,95
10137,q11642,b8493,e8493,d,6,98,1545120628898,40,160
10138,q11643,b8494,e8494,c,6,87,1561368413456,63,86
10139,q11644,b8494,e8494,a,6,85,1561368414682,64,90
10140,q11645,b8494,e8494,b,6,78,1561368415896,62,91
10141,q11646,b8494,e8494,b,6,143,1561368417222,116,160
10142,q11647,b8495,e8495,b,6,88,1561368419677,50,106
10143,q11648,b8495,e8495,d,6,85,1561368421140,81,109
10144,q11649,b8495,e8495,a,6,134,1561368422421,65,133
10145,q11650,b8495,e8495,c,6,143,1561368423659,103,171
10146,q11651,b8496,e8496,b,6,98,1561368425782,51,57
10147,q11652,b8496,e8496,c,6,85,1561368427094,52,66
10148,q11653,b8496,e8496,d,6,143,1561368428250,53,86
10149,q11654,b8496,e8496,c,6,74,1561368429549,83,130
10150,q11655,b8497,e8497,b,6,87,1561368431593,75,122
10151,q11656,b8497,e8497,a,6,77,1561368432752,79,110
10152,q11657,b8497,e8497,d,6,143,1561368434180,71,116
10153,q11658,b8497,e8497,c,6,76,1561368435452,109,168
10154,q11659,b8498,e8498,a,6,98,1561368437496,51,103
10155,q11660,b8498,e8498,b,6,143,1561368438742,74,111
10156,q11661,b8498,e8498,d,6,95,1561368440601,57,114
10157,q11662,b8498,e8498,c,6,134,1561368441903,120,178
10158,q11663,b8499,e8499,b,6,92,1561368445012,69,125
10159,q11664,b8499,e8499,a,6,85,1561368446373,76,89
10160,q11665,b8499,e8499,b,6,88,1561368447660,52,106
10161,q11666,b8499,e8499,d,6,143,1561368448823,112,168
10162,q11667,b8500,e8500,b,6,134,1561368451554,58,77
10163,q11668,b8500,e8500,d,6,87,1561368452747,52,85
10164,q11669,b8500,e8500,b,6,107,1561368454208,63,83
10165,q11670,b8500,e8500,d,6,143,1561368455509,106,129
10166,q11671,b8501,e8501,d,6,134,1561368457995,60,110
10167,q11672,b8501,e8501,a,6,76,1561368459308,76,95
10168,q11673,b8501,e8501,c,6,118,1561368460584,72,101
10169,q11674,b8501,e8501,a,6,143,1561368462397,108,133
10170,q11675,b8502,e8502,c,6,143,1561368465659,89,109
10171,q11676,b8502,e8502,a,6,85,1561368467071,76,95
10172,q11677,b8502,e8502,d,6,98,1561368468310,40,106
10173,q11678,b8502,e8502,d,6,85,1561368470198,70,165
10174,q11679,b8503,e8503,b,6,85,1561368473558,89,108
10175,q11680,b8503,e8503,a,6,85,1561368475473,63,103
10176,q11681,b8503,e8503,c,6,98,1561368476780,23,96
10177,q11682,b8503,e8503,d,6,143,1561368478260,56,171
10178,q11683,b8504,e8504,a,6,77,1546912004522,71,94
10179,q11684,b8504,e8504,b,6,143,1546912004689,81,116
10180,q11685,b8504,e8504,b,6,74,1546912004847,50,111
10181,q11686,b8504,e8504,c,6,134,1546912005007,100,136
10182,q11687,b8505,e8505,c,6,143,1546912006071,107,131
10183,q11688,b8505,e8505,b,6,77,1546912006230,77,108
10184,q11689,b8505,e8505,c,6,138,1546912006389,71,91
10185,q11690,b8505,e8505,d,6,133,1546912006551,110,154
10186,q11691,b8506,e8506,c,6,98,1546912007625,64,107
10187,q11692,b8506,e8506,d,6,143,1546912007782,51,132
10188,q11693,b8506,e8506,b,6,129,1546912007945,73,111
10189,q11694,b8506,e8506,a,6,85,1546912008105,114,197
10190,q11695,b8507,e8507,a,6,77,1546912009188,35,79
10191,q11696,b8507,e8507,a,6,143,1546912009357,45,80
10192,q11697,b8507,e8507,d,6,83,1546912009516,39,61
10193,q11698,b8507,e8507,c,6,134,1546912009676,66,102
10194,q11699,b8508,e8508,c,6,87,1546912010847,63,69
10195,q11700,b8508,e8508,b,6,98,1546912011016,60,99
10196,q11701,b8508,e8508,a,6,85,1546912011187,55,117
10197,q11702,b8508,e8508,b,6,143,1546912011378,81,173
10198,q11703,b8509,e8509,a,6,83,1546912012533,76,87
10199,q11704,b8509,e8509,d,6,134,1546912012721,19,114
10200,q11705,b8509,e8509,c,6,143,1546912012917,62,139
10201,q11706,b8509,e8509,d,6,107,1546912013112,121,146
10202,q11707,b8510,e8510,d,6,72,1546912014297,75,98
10203,q11708,b8510,e8510,b,6,86,1546912014465,82,120
10204,q11709,b8510,e8510,c,6,143,1546912014647,73,103
10205,q11710,b8510,e8510,a,6,77,1546912014832,93,188
10206,q11711,b8511,e8511,a,6,86,1546912016148,65,81
10207,q11712,b8511,e8511,d,6,74,1546912016315,55,87
10208,q11713,b8511,e8511,d,6,143,1546912016479,48,98
10209,q11714,b8511,e8511,b,6,76,1546912016639,83,191
10210,q11715,b8512,e8512,b,6,76,1546912017796,79,84
10211,q11716,b8512,e8512,d,6,120,1546912017978,77,93
10212,q11717,b8512,e8512,a,6,143,1546912018154,69,108
10213,q11718,b8512,e8512,c,6,86,1546912018334,93,138
10214,q11719,b8513,e8513,c,6,77,1546912019514,50,134
10215,q11720,b8513,e8513,a,6,143,1546912019705,98,113
10216,q11721,b8513,e8513,a,6,105,1546912019882,73,103
10217,q11722,b8513,e8513,b,6,107,1546912020064,101,155
10218,q11723,b8514,e8514,a,6,143,1546912021308,69,130
10219,q11724,b8514,e8514,d,6,74,1546912021493,58,78
10220,q11725,b8514,e8514,b,6,85,1546912021670,53,83
10221,q11726,b8514,e8514,b,6,86,1546912021845,109,129
10222,q11727,b8515,e8515,b,6,119,1546912023011,92,108
10223,q11728,b8515,e8515,c,6,77,1546912023199,39,129
10224,q11729,b8515,e8515,c,6,83,1546912023378,72,135
10225,q11730,b8515,e8515,d,6,143,1546912023566,108,150
10226,q11731,b8516,e8516,d,6,85,1546912024730,37,132
10227,q11732,b8516,e8516,a,6,119,1546912024915,72,92
10228,q11733,b8516,e8516,b,6,88,1546912025104,45,126
10229,q11734,b8516,e8516,c,6,143,1546912025284,131,151
10230,q11735,b8517,e8517,b,6,77,1546912026456,56,82
10231,q11736,b8517,e8517,c,6,143,1546912026629,21,86
10232,q11737,b8517,e8517,a,6,92,1546912026804,54,60
10233,q11738,b8517,e8517,b,6,74,1546912026991,67,114
10234,q11739,b8518,e8518,b,6,76,1546912028173,41,97
10235,q11740,b8518,e8518,d,6,108,1546912028350,65,77
10236,q11741,b8518,e8518,b,6,134,1546912028535,66,80
10237,q11742,b8518,e8518,d,6,143,1546912028718,91,128
10238,q11743,b8519,e8519,d,6,143,1546912029929,77,97
10239,q11744,b8519,e8519,c,6,71,1546912030107,28,103
10240,q11745,b8519,e8519,c,6,134,1546912030294,54,87
10241,q11746,b8519,e8519,b,6,77,1546912030481,103,126
10242,q11747,b8520,e8520,a,6,77,1546912031639,67,96
10243,q11748,b8520,e8520,b,6,87,1546912031842,66,78
10244,q11749,b8520,e8520,a,6,98,1546912032019,62,111
10245,q11750,b8520,e8520,c,6,143,1546912032195,101,149
10246,q11751,b8521,e8521,c,6,77,1546912033397,58,92
10247,q11752,b8521,e8521,a,6,94,1546912033578,71,88
10248,q11753,b8521,e8521,b,6,143,1546912033759,80,128
10249,q11754,b8521,e8521,b,6,73,1546912033944,106,161
10250,q11755,b8522,e8522,a,6,143,1546912035131,74,88
10251,q11756,b8522,e8522,d,6,73,1546912035343,56,119
10252,q11757,b8522,e8522,b,6,134,1546912035527,55,102
10253,q11758,b8522,e8522,d,6,77,1546912035704,87,130
10254,q11759,b8523,e8523,d,6,77,1546912036879,54,107
10255,q11760,b8523,e8523,d,6,85,1546912037057,35,92
10256,q11761,b8523,e8523,b,6,143,1546912037236,67,100
10257,q11762,b8523,e8523,b,6,118,1546912037417,116,148
10258,q11763,b8524,e8524,b,6,95,1546911988653,77,125
10259,q11764,b8524,e8524,d,6,143,1546911988818,75,132
10260,q11765,b8524,e8524,a,6,76,1546911988973,52,112
10261,q11766,b8524,e8524,a,6,76,1546911989146,63,136
10262,q11767,b8525,e8525,d,6,85,1546911990266,57,68
10263,q11768,b8525,e8525,a,6,143,1546911990417,73,98
10264,q11769,b8525,e8525,d,6,138,1546911990579,55,63
10265,q11770,b8525,e8525,c,6,88,1546911990751,100,124
10266,q11771,b8526,e8526,d,6,77,1546911991860,60,93
10267,q11772,b8526,e8526,d,6,134,1546911992026,56,88
10268,q11773,b8526,e8526,c,6,143,1546911992210,63,96
10269,q11774,b8526,e8526,b,6,92,1546911992383,87,130
10270,q11775,b8527,e8527,d,6,86,1546911993457,71,113
10271,q11776,b8527,e8527,b,6,143,1546911993629,58,108
10272,q11777,b8527,e8527,a,6,119,1546911993795,76,81
10273,q11778,b8527,e8527,b,6,107,1546911993948,127,170
10274,q11779,b8528,e8528,b,6,77,1546911995042,39,136
10275,q11780,b8528,e8528,d,6,122,1546911995202,59,115
10276,q11781,b8528,e8528,b,6,134,1546911995361,70,120
10277,q11782,b8528,e8528,c,6,143,1546911995535,120,183
10278,q11783,b8529,e8529,c,6,87,1546911996634,26,97
10279,q11784,b8529,e8529,c,6,77,1546911996794,74,98
10280,q11785,b8529,e8529,d,6,143,1546911996949,85,110
10281,q11786,b8529,e8529,a,6,77,1546911997115,127,143
10282,q11787,b8530,e8530,d,6,88,1546911998185,54,78
10283,q11788,b8530,e8530,c,6,143,1546911998344,71,94
10284,q11789,b8530,e8530,c,6,77,1546911998514,61,80
10285,q11790,b8530,e8530,b,6,134,1546911998672,80,120
10286,q11791,b8531,e8531,a,6,98,-1,16,22
10287,q11792,b8531,e8531,c,6,119,-1,21,24
10288,q11793,b8531,e8531,d,6,77,-1,14,26
10289,q11794,b8531,e8531,b,6,143,-1,31,52
10290,q11795,b8532,e8532,d,6,73,1546912001314,68,201
10291,q11796,b8532,e8532,c,6,143,1546912001475,116,160
10292,q11797,b8532,e8532,d,6,94,1546912001628,68,180
10293,q11798,b8532,e8532,a,6,74,1546912001796,149,174
10294,q11799,b8533,e8533,d,6,143,1546912002916,85,123
10295,q11800,b8533,e8533,b,6,76,1546912003083,57,98
10296,q11801,b8533,e8533,a,6,134,1546912003272,62,87
10297,q11802,b8533,e8533,a,6,107,1546912003444,80,97
10298,q11803,b8534,e8534,c,6,86,1571281031218,45,91
10299,q11804,b8534,e8534,a,6,76,1571281032619,60,81
10300,q11805,b8534,e8534,b,6,143,1571281033830,57,106
10301,q11806,b8534,e8534,c,6,71,1571281035060,98,124
10302,q11807,b8535,e8535,b,6,143,1571281037087,77,106
10303,q11808,b8535,e8535,a,6,73,1571281038306,67,108
10304,q11809,b8535,e8535,a,6,77,1571281039530,50,123
10305,q11810,b8535,e8535,d,6,134,1571281040744,51,135
10306,q11811,b8536,e8536,a,6,101,1571281043170,71,167
10307,q11812,b8536,e8536,a,6,143,1571281044403,120,185
10308,q11813,b8536,e8536,c,6,80,1571281045626,90,119
10309,q11814,b8536,e8536,d,6,134,1571281046858,139,172
10310,q11815,b8537,e8537,c,6,88,1571281049994,76,108
10311,q11816,b8537,e8537,b,6,143,1571281051164,111,154
10312,q11817,b8537,e8537,b,6,121,1571281052384,83,153
10313,q11818,b8537,e8537,a,6,76,1571281053611,90,195
10314,q11819,b8538,e8538,c,6,143,1571281056820,79,96
10315,q11820,b8538,e8538,d,6,85,1571281058142,53,112
10316,q11821,b8538,e8538,b,6,86,1571281059427,74,80
10317,q11822,b8538,e8538,b,6,83,1571281060595,110,138
10318,q11823,b8539,e8539,c,6,138,1571281062913,78,109
10319,q11824,b8539,e8539,a,6,88,1571281064083,71,116
10320,q11825,b8539,e8539,a,6,143,1571281065254,96,121
10321,q11826,b8539,e8539,d,6,77,1571281066495,87,156
10322,q11827,b8540,e8540,d,6,143,-1,30,43
10323,q11828,b8540,e8540,b,6,77,-1,19,55
10324,q11829,b8540,e8540,c,6,74,-1,18,34
10325,q11830,b8540,e8540,d,6,76,-1,37,70
10326,q11831,b8541,e8541,d,6,85,1571281075930,81,98
10327,q11832,b8541,e8541,a,6,98,1571281077106,64,110
10328,q11833,b8541,e8541,b,6,77,1571281078230,78,89
10329,q11834,b8541,e8541,a,6,143,1571281079502,133,147
10330,q11835,b8542,e8542,c,6,83,1571281081642,60,88
10331,q11836,b8542,e8542,a,6,85,1571281082860,44,94
10332,q11837,b8542,e8542,a,6,143,1571281084132,51,125
10333,q11838,b8542,e8542,b,6,86,1571281085196,84,127
10334,q11839,b8543,e8543,a,6,77,1571281087229,57,62
10335,q11840,b8543,e8543,c,6,87,1571281088459,58,82
10336,q11841,b8543,e8543,b,6,143,1571281089639,59,90
10337,q11842,b8543,e8543,a,6,86,1571281090872,82,120
10338,q11843,b8544,e8544,b,6,109,1547510297919,79,97
10339,q11844,b8544,e8544,d,6,77,1547510298098,67,126
10340,q11845,b8544,e8544,d,6,143,1547510298272,68,202
10341,q11846,b8544,e8544,a,6,86,1547510298452,123,147
10342,q11847,b8545,e8545,a,6,85,1547510299598,67,105
10343,q11848,b8545,e8545,c,6,74,1547510299761,52,91
10344,q11849,b8545,e8545,c,6,143,1547510299920,63,122
10345,q11850,b8545,e8545,b,6,83,1547510300081,85,94
10346,q11851,b8546,e8546,a,6,77,1547510301209,119,279
10347,q11852,b8546,e8546,c,6,143,1547510301391,103,138
10348,q11853,b8546,e8546,d,6,98,1547510301567,72,121
10349,q11854,b8546,e8546,c,6,134,1547510301740,141,254
10350,q11855,b8547,e8547,d,6,77,1547510302901,52,117
10351,q11856,b8547,e8547,b,6,143,1547510303078,82,109
10352,q11857,b8547,e8547,c,6,119,1547510303256,70,105
10353,q11858,b8547,e8547,b,6,129,1547510303435,98,169
10354,q11859,b8548,e8548,b,6,98,1547510304584,70,78
10355,q11860,b8548,e8548,c,6,143,1547510304767,76,98
10356,q11861,b8548,e8548,b,6,72,1547510304942,59,89
10357,q11862,b8548,e8548,a,6,85,1547510305118,104,151
10358,q11863,b8549,e8549,c,6,85,1547510306273,90,116
10359,q11864,b8549,e8549,b,6,143,1547510306446,59,131
10360,q11865,b8549,e8549,a,6,122,1547510306617,71,118
10361,q11866,b8549,e8549,c,6,76,1547510306797,104,154
